hotel_name,rating,review_count,hotel_rank,amenities,languages,hotel_class,price,best_price_source,restraunts_nearby,attractions_nearby,good_for_walkers_out_of_100,lat_long_link,best_features_as_per_reviews,city,cuisines,restaurant_names,lat,lon
Hotel Wing International Premium Tokyo Yotsuya,4.0,244.0,1.0,"['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Coffee shop', 'Hiking', 'Banquet room', 'Meeting rooms', 'Massage', '24-hour security', 'Parking', 'Wifi', 'Restaurant', 'Breakfast buffet', 'Complimentary instant cofffee', 'Complimentary tea', 'Vending machine', 'Baggage storage', 'Currency exchange', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Blackout curtains', 'Air conditioning', 'Housekeeping', 'Room service', 'Safe', 'Refrigerator', 'Flatscreen TV', 'Bath / shower', 'Telephone', 'Iron', 'Wake-up service / alarm clock', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms', 'Smoking rooms available']","['English', 'Chinese', 'Japanese', 'Korean']",[],4465.0,ZenHotels.com,566.0,56.0,94.0,"3-14-1, Yotsuya, Shinjuku 160-0004 Tokyo Prefecture","['Location', 'Cleanliness', 'Service', 'Value']",Tokyo,"{'Italian': 1, 'Japanese': 4, 'Healthy': 2, 'Asian': 1, 'Grill': 1, 'Seafood': 2, 'Japanese Fusion': 2, 'PubKappo': 1}","['Megane Shokudo', 'Bistro W Tokyo Yotsuya', 'Burger King Yotsuya 3chome', 'L’Atlas Fils', 'Sanin Kaisen Zenmaru', 'Fukunishiki 300', 'Shinkei', 'Torikyu Yotsuyasanchome', 'Sushi Dokoro Nogami', 'Seito', 'Mihashi', 'Yotsuya Hachiku', 'Sakuratei', 'Thien Phuoc', 'Kuidon', 'Honkommen Shinki Yoysuyasanchoume', 'Hitsujiya Yotsuya Sanchome', 'Saizeriya Yotsuya 3 Chome', 'Oyster Bar Wharf', 'Naruto Taiyaki Hompo, Yotsuya Sanchome', 'Saikabo Yotsuya Honten', 'Gyutan Fusion Japanese Tsuzumi Tomejiro', 'Hidakaya, Yotsuya 3-Chome', 'Animism Bar Chinju no Mori', 'Shinkei Ichigaya', 'Dian Shui Lou', 'Haramasa', 'Izakaya Abusan', 'Tenharu', '1000 Springs Tokyo', 'Shabu Shabu All-You-Can-Eat Yakiniku Merino Shinjuku', 'Ajiwai-Tei', 'Nansho Hanten', 'Matsuiseimenjo', 'Italian Bar Al Anno', 'Higasa Amagasa', 'Nishiazabu Shirukuya']",,
JR-East Hotel Mets Mejiro,4.0,99.0,2.0,"['Free High Speed Internet (WiFi)', 'Wifi', 'Hot bath', 'Restaurant', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service', 'Air conditioning', 'Microwave', 'Refrigerator', 'Non-smoking rooms', 'Family rooms', 'Smoking rooms available']",['None'],['Business'],,,116.0,12.0,99.0,"1-4-1, Mejiro, Toshima 171-0031 Tokyo Prefecture","['Location', 'Cleanliness', 'Service', 'Value']",Tokyo,"{'Cafe': 1, 'International': 1, 'Japanese Fusion': 1, 'PubDining bars': 1, 'Bar': 1}","['Sakura Cafe & Restaurant Ikebukuro', 'Italian Restaurant Fiorentina', 'Kopaan', 'Monthly Sweets Mejiro', 'Toriichizu Mejiro Ekimae', 'Mejiro Shunkoutei', 'Sushi Ugetsu', 'Kaneido Mejiro', 'Sankaku', 'Pizzeria 37', 'Burassuriramujika', 'Aen, Mejiro', 'Saikai', 'Antendo Mejiro', 'Doutor Coffee Shop, Mejiro Ekimae', 'Miyakoshiya Coffee Mejiro', 'Tre Gatti', ""Patisserie & Chocolat Bar Del'immo Mejiro"", 'Cafe Chansonnier Acorite', 'Thai no Ramen Thai Noodle & Foods', 'Mejiro Sushi Ozaki', 'Jibie Cuisine Anzai', 'Ami', 'Banchamu', 'Kuruma', 'Pronto Mejiro', 'OOTOYA Mejiro', 'Hagi', 'Hoshino Coffee Mejiro', 'Dafune', 'Shimura']",,
Tokyo Prince Hotel,4.0,860.0,4.0,"['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Pool', 'Bar / lounge', 'Karaoke', 'Children Activities (Kid / Family Friendly)', 'Kids pool', 'Free shuttle or taxi services', 'Secured parking', 'Wifi', 'Hot bath', 'Pool / beach towels', 'Pool with view', 'Coffee shop', 'Restaurant', 'Breakfast available', 'Complimentary tea', 'Vending machine', 'Shuttle bus service', 'Car hire', 'Taxi service', 'Business Centre with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Photo copier / fax In business centre', 'Facial treatments', 'Foot massage', 'Full body massage', 'Massage', 'Rooftop terrace', '24-hour security', 'BBQ facilities', 'Baggage storage', 'Convenience store', 'Currency exchange', 'Gift shop', 'Newspaper', 'Shops', 'ATM on site', 'Doorperson', 'Umbrella', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Blackout curtains', 'Air purifier', 'Air conditioning', 'Desk', 'Housekeeping', 'Refrigerator', 'Flatscreen TV', 'Bath / shower', 'Safe', 'Seating area', 'Telephone', 'Wardrobe / wardrobe', 'Clothes rack', 'Iron', 'Private bathrooms', 'Wake-up service / alarm clock', 'Electric kettle', 'Complimentary toiletries', 'Hair dryer', 'City view', 'Landmark view', 'Non-smoking rooms', 'Suites', 'Family rooms', 'Smoking rooms available']","['English', 'Japanese']","['Quiet', 'Business']",5358.0,ZenHotels.com,199.0,74.0,97.0,"3-3-1, Shibakoen, Minato 105-8560 Tokyo Prefecture","['Location', 'Cleanliness', 'Service', 'Value']",Tokyo,"{'Central-Italian': 1, 'Italian': 1, 'Tuscan': 1, 'New Zealand': 1, 'Pub': 2, 'Dining bars': 1, 'Bar': 2, 'Brew Pub': 1, 'BarPubBeer restaurants': 1, 'Kaiseki': 1, 'PubGastropubDining bars': 1, 'Brew PubPub': 1}","['La Gioconda', 'Yakiniku Champion Tokyo Prince Hotel', 'Porto', 'Wakanui | Grill Dining | Bar', 'Le Pain Quotidien', 'Shimizu', 'Bar Yu-Nagi', 'Chinese Maronie', 'Marronnier Chinese Restaurant', 'Tea Salon Pikake', 'Tempura-dokoro Fukusa', 'Gotoku', 'Ginza 300 Bar Next', 'Cafe & Bar Tower View Terrace', 'Garden Island', 'Zojoji Kaikan Daishokudo', 'Shien', 'Marion Crepes Tokyo Tower', 'Tokyo Shiba Tofuya Ukai', 'Tango', 'Cafe Mugiwara', 'Tokyo Tower Highball Garden', 'Cafe La Tour', 'Mother Farm Cafe Tokyo Tower', 'Kushikatsu Dengana Hamamatsucho Hamasite', 'Cafe Di Espresso Coffee Store, Tokyo Tower', 'Kinkatsu Tokyo Tower', 'Pizza La Express Tokyo Tower', 'Umeiya', 'MOS BURGER Tokyo Tower', 'Baskin Robbins Tokyo Tower', 'Itamae Sushi Atago', 'New Tokyo Kikai Shinko Kaikan']",,
HOTEL METROPOLITAN TOKYO MARUNOUCHI,4.5,,6.0,"['Paid public parking on-site', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Business Centre with Internet Access', 'Conference facilities', 'Massage', '24-hour security', 'Parking', 'Wifi', 'Restaurant', 'Breakfast buffet', 'Breakfast in the room', 'Vending machine', 'Meeting rooms', 'Baggage storage', 'Concierge', 'Currency exchange', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Bathrobes', 'Air conditioning', 'Housekeeping', 'Room service', 'Safe', 'Refrigerator', 'Flatscreen TV', 'Hair dryer', 'Non-smoking rooms']","['English', 'Japanese']",[],8930.0,ZenHotels.com,1340.0,127.0,100.0,"1-7-12, Marunouchi, Chiyoda 100-0005 Tokyo Prefecture","['Location', 'Cleanliness', 'Service', 'Value']",Tokyo,"{'Pub': 3, 'Brew Pub': 1, 'Bar': 4, 'Kappo': 1, 'Dining bars': 1, 'Kaiseki': 1, 'Beijing cuisine': 1, 'Brew PubPub': 1, 'PubBeer restaurants': 1, 'Brew PubPubDining barsBeer restaurants': 1, 'BarPubBrew Pub': 1, 'Southern-Italian': 1, 'BarPubDining bars': 1, 'BarPub': 1}","['Ginza 300 Bar Next', 'Dining & Bar Tenqoo', 'Kuzushi Kappo Platinum Fish Sapia Tower', 'Ginza Wine Shokudo Papa Milano Sapia Tower', 'Rinya', 'Starbucks Coffee Tokyo Station Sapia Tower', 'Bar Yu-Nagi', 'Nadaman at Shangri-La Tokyo', 'Soranoiro Nippon', 'The Lobby Lounge', 'Piacere', 'Tempura Keyaki Tokyo Station Kitchen Street', 'Kamatake Udon Yaesu Kitaguchi', 'Pomudadan', 'Kamonka Marunouchi Trust Tower', 'Din Tai Fung Tokyo Station Yaesu Entrance', 'Yebisu Bar Kurobei Yokocho', 'Tokyo Eki Ikaruga', ""Master's Dream House"", 'Sabatini Di Firenze', 'Bar of Tokyo Manouchi Trust Tower', 'Starbucks Coffee JR Tokyo Station Nihonbashi Entrance', 'Fairycake Fair Tokyo Station Gransta', 'Riso Canovietta', 'Caffarel Tokyo Station Gransta', 'Barbar Tokyo', 'Nakau Tokyo Station North Entrance', 'Hiro Primo Tokyo Station', 'Operetta Marunouchi Trust Tower', 'Old Station Tokyo', 'Kyara', 'Nyutokyo']",35.6806555,139.76522169999998
Remm Hibiya,4.0,579.0,3.0,"['Free High Speed Internet (WiFi)', 'Hot bath', 'Restaurant', 'Baggage storage', 'Currency exchange', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Wifi', 'Vending machine', 'Non-smoking hotel', 'Ironing service', 'Air conditioning', 'Desk', 'Safe', 'Telephone', 'Refrigerator', 'Electric kettle', 'Flatscreen TV', 'Bath / shower', 'Bottled water', 'Iron', 'Wake-up service / alarm clock', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms']","['English', 'Japanese']","['Modern', 'Business']",5804.0,ZenHotels.com,2518.0,319.0,100.0,"1-2-1, Yurakucho, Chiyoda 100-0006 Tokyo Prefecture","['Location', 'Cleanliness', 'Service', 'Value']",Tokyo,"{'Central-Italian': 1, 'Italian': 1, 'Tuscan': 1, 'BarPub': 1, 'Pub': 3, 'Dining bars': 1, 'Bar': 4, 'BarPubBrew Pub': 1, 'Brew Pub': 1, 'Beijing cuisine': 1, 'Diner': 1}","['La Gioconda', 'La Brasserie', 'Cafe & Meal Muji Hibiya', 'Whiskey Bottle Bar Den Hibiya', 'Ginza Tenich Imperial Hotel', 'Arata Honten', 'Bar Yu-Nagi', 'Caffe Pellini, Hibiya', 'Ginza 300 Bar Next', 'Shushigen', 'Lobos Hibiyaten', 'Chichierone', 'Ginza 300 Bar Next', 'Hinoki', 'Shusidokoro Saikaku Yurakucho', 'Dining&Lounge Kiza', 'Torayakaryo', 'Old Imperial Bar', 'Tokyo Kitcho Imperial Hotel Tokyo', 'GARGANTUA', 'Hamanoya Parlor', 'Godiva Imperial Hotel Arcade', 'Edomaezushinakata', 'Peking', 'CCC Cheese Cheers Cafe Hibiya', 'Les Saisons', 'Sushizanmai Yurakucho', 'The Imperial Viking Sal', 'Parkside Diner', 'Imperial Lounge Aqua', 'Tim Ho Wan Hibiya', 'The Rendezvous Lounge', 'Kinki University Fisheries Laboratory Tokyo Ginza']",35.674423299999994,139.7616737
Hotel Graphy Nezu,4.5,650.0,18.0,"['Free High Speed Internet (WiFi)', 'Yoga room', 'Bar / lounge', 'Bicycle rental', 'Game room', 'Taxi service', 'Salon', '24-hour security', 'Wifi', 'Coffee shop', 'Snack bar', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'Shared bathroom', 'Shared kitchen', 'Shared lounge / TV area', 'Laundry service', 'Self-serve laundry', 'Air conditioning', 'Desk', 'Housekeeping', 'Bottled water', 'Kitchenette', 'Microwave', 'Flatscreen TV', 'Complimentary toiletries', 'Clothes rack', 'Wake-up service / alarm clock', 'Refrigerator', 'Electric kettle', 'Kitchenware', 'Hair dryer', 'Non-smoking rooms', 'Family rooms']","['English', 'Chinese', 'German', 'Japanese']","['Trendy', 'Modern']",,,201.0,81.0,100.0,"4-5-10 Ikenohata, Taito 110-0008 Tokyo Prefecture","['Location', 'Cleanliness', 'Service', 'Value']",Tokyo,"{'Japanese': 4, 'Barbecue': 1, 'Grill': 1, 'Asian': 2, 'Kappo': 1, 'Indian': 2, 'Healthy': 1, 'Soups': 1, 'Sushi': 1}","['Hokkaido Ikuzo Ueno Honten', 'Kamachiku', 'Natural Curry Restaurant', 'Kogetsu', 'Moineau', 'Saranoki', 'Genghis Khan Kirishima Asakusa', 'Cise', 'Buranshurukafe', 'Kafekamereon', 'Teppan Bar Shinobi Doux', 'Gallery Aizome', 'Izuei Hoten', 'Saera', 'Coffee-Kan Nezu', 'Yakitori Ramon', 'Nezumi', 'Hantei Nezu', 'Bharati Kafe- Authentic Indian Restaurant', 'Sobagokoro', 'Shinfuji', 'Hama Sushi', 'Bika', 'Ryuto', 'Bharati Darjeeling , Hongo', 'Sosaku Shunsai Saichoken', 'Takeru', 'Restaurantrisaki', 'Himasuya', 'Taikoken', 'MISOJYU', 'Comodo', 'Toccata', 'Sushi Dokoro Fukumaru', 'Yorokobi', 'Terusumi']",,
The Lively Azabujuban Tokyo,4.5,68.0,1.0,"['Free High Speed Internet (WiFi)', 'Wifi', 'Bar / lounge', 'Billiards', 'Business Centre with Internet Access', 'Rooftop terrace', 'Baggage storage', 'Dry cleaning', 'Restaurant', 'Complimentary tea', 'Rooftop bar', 'Convenience store', 'Non-smoking hotel', 'Outdoor furniture', 'Shared lounge / TV area', 'Umbrella', 'Blackout curtains', 'Air conditioning', 'Desk', 'Housekeeping', 'Private balcony', 'Coffee / tea maker', 'Cable / satellite TV', 'Bidet', 'Safe', 'Bottled water', 'Clothes rack', 'Private bathrooms', 'Refrigerator', 'Electric kettle', 'Flatscreen TV', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer', 'City view', 'Landmark view', 'Non-smoking rooms', 'Family rooms']","['English', 'Russian', 'Japanese']",[],,,657.0,60.0,100.0,"1-5-23, Azabujuban, Minato 106-0045 Tokyo Prefecture","['Location', 'Cleanliness', 'Service', 'Value']",Tokyo,"{'Grill': 2, 'BarPubDining bars': 1, 'Spanish': 1, 'Cafe': 1, 'PubGastropub': 1, 'Japanese': 2, 'Wine Bar': 1, 'Central-Italian': 1, 'Italian': 1, 'Tuscan': 1, 'Diner': 1, 'BarPub': 1, 'Chinese': 1}","['Bifteck Kawamura Roppongi branch', 'Robatayaki Konoji', 'Sohonke Sarashinahorii Azabujuban Honten', 'Nico Five', 'Nijisan', 'Yokota', 'Spanish Lounge Parador', 'Izumi', 'Bar Kakurega', 'Sakura Toriizaka', 'Waso Ichi', 'Utakyo', 'Nakamigawa', 'Fermier', 'Ouchi Deli', 'AW Kitchen 10, Azabujuban', 'Ibuka Azaba', 'Sanmorittsumeikado', 'La Gioconda', 'Sushi Eishin', 'Chacha', 'Kazuya Otona No Napolitan', 'Y-Mare', 'Sugino Azabujuban', 'Bistro Vino Roppongi', 'Rakuman Croquette', 'Tetsuan', 'Beillevaire', 'Tanukichi', 'Kirinya', 'Shabugen', 'Iroha Azabujuban', 'Jin', 'Cona Azabu Juban', 'Le Port Rose', 'Sakai', 'Emmado Akasaka']",,
Mitsui Garden Hotel Shiodome Italia-gai,4.0,817.0,40.0,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Hot bath', 'Coffee shop', 'Massage', '24-hour security', 'Baggage storage', '24-hour front desk', 'Car park', 'Wifi', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Complimentary tea', 'Kid-friendly buffet', 'Vending machine', 'Currency exchange', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Blackout curtains', 'Air purifier', 'Air conditioning', 'Desk', 'Housekeeping', 'Coffee / tea maker', 'Flatscreen TV', 'Bath / shower', 'Safe', 'Telephone', 'Bottled water', 'Clothes rack', 'Iron', 'Wake-up service / alarm clock', 'Refrigerator', 'Electric kettle', 'Hair dryer', 'Non-smoking rooms']","['English', 'Japanese']","['Family', 'Mid-range']",3922.0,ZenHotels.com,755.0,29.0,96.0,"2-14-24 Higashi-shimbashi, Minato 105-0021 Tokyo Prefecture","['Location', 'Cleanliness', 'Service', 'Value']",Tokyo,"{'Central-Italian': 1, 'Italian': 1, 'Tuscan': 1, 'Japanese': 2, 'Pub': 2, 'Brew Pub': 1, 'Bar': 2, 'Dining bars': 2, 'BarPubDining bars': 1, 'Indian': 1, 'Fusion': 1, 'Asian': 1, 'Grill': 1, 'Diner': 1}","['La Gioconda', 'Italian Buffet La Marea', 'Grand Place Hamarikyu', 'Live Hayama Deli', 'Choppo. Nocco', 'Menan Hamamatsucho', 'Nakamigawa', 'Coco Ichibanya Minato Vita Italy', 'Sushi Nagomi', 'Mile Fiore', '1/F Coffee Place', 'The Good Morning', 'Miyabitei', 'Obentono Kawano', 'Cusi-Na Daimon', 'Poko Bagel Cafe', 'Harvest', 'Mac Donmaru Shiodome', 'Ginza 300 Bar Next', 'Due Italian Siosite', 'Vamos Tokyo', 'Japanese Dining Yuan', 'Restaurant Gallery', 'Hamachan55', 'Bar Yu-Nagi', 'Green Grass', 'Pronto Wins Shiodome', 'Kashimura', 'Ramen Saburo', 'Tonkatsudaimon Aoki', 'Devi India Shinagawa', 'Dairen Gyoza O', 'Daimon Katsufuku', 'Don Fan Tei Hamamtsucho Ten', 'Trattoria Ciao Tokyo', 'Kinryu', 'Bistro Vino Roppongi']",,
Hotel 1899 Tokyo,5.0,41.0,4.0,"['Free High Speed Internet (WiFi)', 'Wifi', 'Hot bath', 'Free breakfast', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', '24-hour front desk', 'Laundry service', 'Bar / lounge', 'Restaurant', 'Complimentary tea', 'Blackout curtains', 'Air conditioning', 'Housekeeping', 'Refrigerator', 'Hair dryer', 'Non-smoking rooms']",['None'],['Business'],,,1287.0,51.0,100.0,"6-4-1, Shimbashi, Minato 105-0004 Tokyo Prefecture","['Location', 'Cleanliness', 'Service', 'Value']",Tokyo,"{'Pub': 2, 'Brew Pub': 1, 'Bar': 2, 'Central-Italian': 1, 'Italian': 1, 'Tuscan': 1, 'Dining bars': 1, 'Grill': 1}","['Ginza 300 Bar Next', 'Korindo', 'Matsumi-Ya', '919 Onarimon Aka Rengadori', 'New Namaste India', 'Shisenryorikei', 'La Gioconda', ""Xi'an Toshomen Shuro Shimbashi"", 'Ryuki Shimbashi', 'Ryuka', 'Tomidokoro', 'Yukimura', 'Bar Yu-Nagi', 'Taiwan Mensen', 'Ginza Himuka', 'Yoshoku Swiss', 'Ueshima Coffee Lounge No. 11', 'The Kari', 'Arai Shoten', 'Menkoi-Dokoro Kiraku', 'Pittsueriadoro', 'Shimbashi Tokisoba', 'Kakyobeisen Shimbashi', 'Ebisu Gyoza Daihoki Onarimon', 'Sobasaku Onarimon', ""Pizzeria D'Oro Shinbashi Branch"", 'Spice Curry Mon', 'Toshimaya', 'Torisan', 'Ramentaisho', ""The Oyster 's"", 'Cafe de Frou Frou', 'Kanda Tomi Soba']",,
Hotel Wing International Korakuen,4.0,268.0,6.0,"['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Hot bath', 'Restaurant', 'Taxi service', 'Massage', '24-hour security', 'Baggage storage', 'Parking', 'Wifi', 'Vending machine', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Air purifier', 'Bathrobes', 'Air conditioning', 'Desk', 'Housekeeping', 'Refrigerator', 'Flatscreen TV', 'Bath / shower', 'Safe', 'Iron', 'Wake-up service / alarm clock', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms', 'Smoking rooms available']",['Japanese'],['Centrally Located'],,,426.0,53.0,97.0,"1-25-11 Hongo, Bunkyo 113-0033 Tokyo Prefecture","['Location', 'Cleanliness', 'Service', 'Value']",Tokyo,"{'International': 1, 'Healthy': 2, 'Bar': 1, 'South American': 1, 'Cafe': 1, 'Dining bars': 1, 'Pub': 2, 'Japanese': 1, 'Indian': 2, 'Japanese Fusion': 3, 'Seafood': 1, 'Grill': 1, 'Beer restaurants': 1}","['Sakura Cafe Nippori', 'New Minka Bar', 'Yorimichi', 'Shirobe', 'Restaurant Grand', 'Hub Tokyo Dome City Laqua', 'Shinkei Ichigaya', 'Soul Food India Suidobashi', 'Yakitori No Meimon Akiyoshi Korakuen', ""Jonathan's Suidobashi"", 'Yokohama Iekei Ramen Bukotsuya, Dome Mae', 'Shinsanyo Korakuen', 'Bharati Darjeeling , Hongo', 'Hidakaya Korakuen Hakusan Street', 'Kurimadi Tuscany', 'Saizeriya Don Quixote Korakuen', 'Kakugen', 'Takanoya Suidouhashi', 'Bharati Kafe- Authentic Indian Restaurant', 'Pizzeria Mar de Napoli, Tokyo Dome City Laqua', 'Wazakana Nakayan', 'Fujinobo Honten', 'Kaisan Washu Narutaka', 'Shien Honten', 'Nishiazabu Shirukuya', 'Soup Curry Spice X Smile', 'So', 'Dekohachi', 'Est', 'Fiore', 'Mita-Seimenjo Suidoubashi', 'Hegisoba Yuzen', 'Notomi Honten', 'Bodaijyu Suidobashi', 'Suidobashimentsudan']",,
Centurion Hotel Grand Akasaka,4.0,355.0,10.0,"['Free High Speed Internet (WiFi)', 'Free breakfast', 'Spa', '24-hour security', 'Baggage storage', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Wifi', 'Breakfast buffet', 'Vending machine', 'Umbrella', 'Laundry service', 'Self-serve laundry', 'Washing machine', 'Air conditioning', 'Housekeeping', 'Safe', 'Telephone', 'Refrigerator', 'Flatscreen TV', 'Bath / shower', 'Complimentary toiletries', 'Iron', 'Wake-up service / alarm clock', 'Hair dryer', 'Non-smoking rooms', 'Suites', 'Smoking rooms available']","['English', 'Chinese', 'Japanese', 'Korean']","['Mid-range', 'Modern']",,,1408.0,72.0,90.0,"3-19-3, Akasaka, Minato 107-0052 Tokyo Prefecture","['Location', 'Cleanliness', 'Service', 'Value']",Tokyo,"{'Italian': 1, 'PubGastropub': 1, 'Dining bars': 1, 'Healthy': 1, 'Asian': 1, 'Japanese': 3, 'Sushi': 1, 'Seafood': 1, 'Grill': 2, 'Diner': 1, 'BarPub': 2, 'Chinese': 1, 'Kappo': 1}","['Megane Shokudo', 'Tokyo Oven Akasaka', 'Tokyo Obun Akasaka', 'Miyazaki Shuboukuwa', 'Anan Akasaka', 'Listen Food Akasaka', 'Gonpachi Nori-Temaki Harajuku', 'Chicken Diving', 'Kohiaarabika', 'Yamakyomaru', 'Yagenbori', 'Oboshimeshi', 'Bistro Vino Roppongi', 'Bar Akari', 'Taka', 'Lounge Rasu', 'Manjuan', 'Bar Greenwich', 'Emmado Akasaka', 'ReBar Kirishima', 'Sanukikomachiudon', 'Torebian Grand', 'Shot Bar Tate Vin', 'Charcoal Fire Grilled Meat Komusubi', 'Nakamigawa', 'Akasaka Ozeki', 'Kyosuke', 'Akasaka Gyoen', 'Sansaikyo Akasaka Mitsuke', 'Bar Two Martinis', 'Bifteck Kawamura Roppongi branch', 'Tokyo Vegetables Kitchen Scop', 'Sushi Kamiyama', 'A Un ', 'Sukiyaki Hokusai', 'Shubo Akasakatei', 'Shabugen']",,
Daiwa Roynet Hotel Nishi Shinjuku,4.0,77.0,12.0,"['Valet parking', 'Free High Speed Internet (WiFi)', 'Hot bath', 'Coffee shop', 'Children Activities (Kid / Family Friendly)', 'Meeting rooms', 'Massage', '24-hour security', 'Paid public parking on-site', 'Wifi', 'Restaurant', 'Complimentary instant cofffee', 'Complimentary tea', ""Kids' meals"", 'Vending machine', 'Baggage storage', 'Convenience store', '24-hour check-in', '24-hour front desk', 'Laundry service', 'Self-serve laundry', 'Blackout curtains', 'Air purifier', 'Air conditioning', 'Desk', 'Housekeeping', 'Microwave', 'Cable / satellite TV', 'Bidet', 'Safe', 'Sofa', 'Telephone', 'Wardrobe / wardrobe', 'Private bathrooms', 'Wake-up service / alarm clock', 'Refrigerator', 'Electric kettle', 'Flatscreen TV', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer', 'City view', 'Non-smoking rooms', 'Suites', 'Family rooms', 'Smoking rooms available']","['English', 'Japanese', 'Korean']",['Business'],,,300.0,25.0,99.0,"6-12-39, Nishishinjuku, Shinjuku 160-0023 Tokyo Prefecture","['Location', 'Cleanliness', 'Service', 'Value']",Tokyo,"{'Japanese': 2, 'Dining bars': 2, 'Seafood': 1, 'Indonesian': 1, 'Thai': 1, 'Asian': 3, 'Kappo': 1, 'Healthy': 1, 'Grill': 1, 'Indian': 1, 'Contemporary': 1, 'PubGastropub': 1, 'Diner': 1, 'Pub': 1, 'Gastropub': 1}","['Shinkei', 'Restaurant Toto', 'Moyan Curry Shinjuku Dining Gluten Free', 'Soba restaurant Ohashiya', 'Moyan Curry Shinjuku Living Gluten Free', 'Shoheiramen Narukozaka', 'Oyster Bar Wharf', ""Tully's Coffee Shinjuku Oak Tower ten"", 'Khana Kabab', 'Shokouen Nishi Shinjuku', 'Excelsior Caffe, Nittochi Nishishinjuku Bldg', 'Ohitsuzentanbo', 'Namaste Dining & Bar', 'Okumino Kojidori Zenno', 'Japanese culinary art Denichi', 'Starbucks Coffee Nishi-Shinjuku Mitsui Bldg', 'Tonkatsu Wako Nittochi Bldg. Nishi-Shinjuku', 'Chinmaya Nishishinjuku Narukozakashita', 'Sakuratei', 'Ichiban Dori Nishi-Shinjuku Mitsui Building', 'Yakitori Komine', 'Nakau Nishi Shinjuku', 'Namaste Dining & Bar', 'Tokiwa', 'Bharati Indian Restaurant', 'Tamanegi main shop Sasuraiya', 'Kitchen Origin Narukozaka', 'Apparesanuki', 'Island Trip Bar KAHANA', 'Sushidokoro Iten Nishishinjuku', 'Goo ITALIANO', 'Curry Shop C & C Nishishinjuku Oak City', 'Hong Kong Market Chinadoll', 'Coffee Mafia, Nishishinjuku', 'Nidaime Kushicho Nishi Shinjuku', 'Nishi Shinjuku Komachi dining', 'Hoshifuruyoru-ni Koshitsu Italian Kuraimu Harajuku']",,
